LAUS Code, State FIPS, County FIPS, County, State, Period, Labor Force, Employed, Unemployment Level, Unemployment Rate
CN2716700000000,27,167,Wilkin County, MN,Mar-17,3603,3458,145,4.0
CN2716700000000,27,167,Wilkin County, MN,Apr-17,3608,3511,97,2.7
CN2716700000000,27,167,Wilkin County, MN,May-17,3597,3503,94,2.6
CN2716700000000,27,167,Wilkin County, MN,Jun-17,3599,3480,119,3.3
CN2716700000000,27,167,Wilkin County, MN,Jul-17,3558,3444,114,3.2
CN2716700000000,27,167,Wilkin County, MN,Aug-17,3437,3326,111,3.2
CN2716700000000,27,167,Wilkin County, MN,Sep-17,3472,3388,84,2.4
CN2716700000000,27,167,Wilkin County, MN,Oct-17,3649,3583,66,1.8
CN2716700000000,27,167,Wilkin County, MN,Nov-17,3570,3497,73,2.0
CN2716700000000,27,167,Wilkin County, MN,Dec-17,3559,3446,113,3.2
CN2716700000000,27,167,Wilkin County, MN,Jan-18,3513,3369,144,4.1
CN2716700000000,27,167,Wilkin County, MN,Feb-18,3559,3408,151,4.2
CN2716700000000,27,167,Wilkin County, MN,Mar-18,3568,3430,138,3.9
CN2716700000000,27,167,Wilkin County, MN,Apr-18(p),3604,3488,116,3.2
CN3912700000000,39,127,Perry County, OH,Mar-17,16197,15072,1125,6.9
CN3912700000000,39,127,Perry County, OH,Apr-17,16022,15126,896,5.6
CN3912700000000,39,127,Perry County, OH,May-17,16020,15205,815,5.1
CN3912700000000,39,127,Perry County, OH,Jun-17,16176,15274,902,5.6
CN3912700000000,39,127,Perry County, OH,Jul-17,16278,15352,926,5.7
CN3912700000000,39,127,Perry County, OH,Aug-17,16263,15371,892,5.5
CN3912700000000,39,127,Perry County, OH,Sep-17,16056,15247,809,5.0
CN3912700000000,39,127,Perry County, OH,Oct-17,16047,15245,802,5.0
CN3912700000000,39,127,Perry County, OH,Nov-17,16124,15242,882,5.5
CN3912700000000,39,127,Perry County, OH,Dec-17,16150,15209,941,5.8
CN3912700000000,39,127,Perry County, OH,Jan-18,16035,14909,1126,7.0
CN3912700000000,39,127,Perry County, OH,Feb-18,16225,15186,1039,6.4
CN3912700000000,39,127,Perry County, OH,Mar-18,16376,15421,955,5.8
CN3912700000000,39,127,Perry County, OH,Apr-18(p),16198,15373,825,5.1
CN1330700000000,13,307,Webster County, GA,Mar-17,983,911,72,7.3
CN1330700000000,13,307,Webster County, GA,Apr-17,975,902,73,7.5
CN1330700000000,13,307,Webster County, GA,May-17,985,911,74,7.5
CN1330700000000,13,307,Webster County, GA,Jun-17,989,912,77,7.8
CN1330700000000,13,307,Webster County, GA,Jul-17,984,901,83,8.4
CN1330700000000,13,307,Webster County, GA,Aug-17,980,903,77,7.9
CN1330700000000,13,307,Webster County, GA,Sep-17,980,910,70,7.1
CN1330700000000,13,307,Webster County, GA,Oct-17,994,928,66,6.6
CN1330700000000,13,307,Webster County, GA,Nov-17,992,930,62,6.3
CN1330700000000,13,307,Webster County, GA,Dec-17,997,931,66,6.6
CN1330700000000,13,307,Webster County, GA,Jan-18,1013,934,79,7.8
CN1330700000000,13,307,Webster County, GA,Feb-18,989,919,70,7.1
CN1330700000000,13,307,Webster County, GA,Mar-18,982,920,62,6.3
CN1330700000000,13,307,Webster County, GA,Apr-18(p),974,916,58,6.0
CN1324500000000,13,245,Richmond County, GA,Mar-17,86548,81447,5101,5.9
CN1324500000000,13,245,Richmond County, GA,Apr-17,86795,82012,4783,5.5
CN1324500000000,13,245,Richmond County, GA,May-17,85871,80928,4943,5.8
CN1324500000000,13,245,Richmond County, GA,Jun-17,85810,80515,5295,6.2
CN1324500000000,13,245,Richmond County, GA,Jul-17,86425,80844,5581,6.5
CN1324500000000,13,245,Richmond County, GA,Aug-17,86138,80802,5336,6.2
CN1324500000000,13,245,Richmond County, GA,Sep-17,86749,81987,4762,5.5
CN1324500000000,13,245,Richmond County, GA,Oct-17,87033,82121,4912,5.6
CN1324500000000,13,245,Richmond County, GA,Nov-17,87283,82701,4582,5.2
CN1324500000000,13,245,Richmond County, GA,Dec-17,88174,83376,4798,5.4
CN1324500000000,13,245,Richmond County, GA,Jan-18,89268,83854,5414,6.1
CN1324500000000,13,245,Richmond County, GA,Feb-18,89884,84947,4937,5.5
CN1324500000000,13,245,Richmond County, GA,Mar-18,90133,85463,4670,5.2
CN1324500000000,13,245,Richmond County, GA,Apr-18(p),89958,85859,4099,4.6
CN4609300000000,46,093,Meade County, SD,Mar-17,13542,13034,508,3.8
CN4609300000000,46,093,Meade County, SD,Apr-17,13692,13234,458,3.3
CN4609300000000,46,093,Meade County, SD,May-17,13918,13464,454,3.3
CN4609300000000,46,093,Meade County, SD,Jun-17,14288,13821,467,3.3
CN4609300000000,46,093,Meade County, SD,Jul-17,14438,13990,448,3.1
CN4609300000000,46,093,Meade County, SD,Aug-17,14542,14078,464,3.2
CN4609300000000,46,093,Meade County, SD,Sep-17,13966,13522,444,3.2
CN4609300000000,46,093,Meade County, SD,Oct-17,13978,13538,440,3.1
CN4609300000000,46,093,Meade County, SD,Nov-17,13859,13379,480,3.5
CN4609300000000,46,093,Meade County, SD,Dec-17,13707,13194,513,3.7
CN4609300000000,46,093,Meade County, SD,Jan-18,13770,13158,612,4.4
CN4609300000000,46,093,Meade County, SD,Feb-18,13952,13328,624,4.5
CN4609300000000,46,093,Meade County, SD,Mar-18,13936,13384,552,4.0
CN4609300000000,46,093,Meade County, SD,Apr-18(p),14026,13509,517,3.7
CN1318300000000,13,183,Long County, GA,Mar-17,7725,7330,395,5.1
CN1318300000000,13,183,Long County, GA,Apr-17,7689,7335,354,4.6
CN1318300000000,13,183,Long County, GA,May-17,7705,7346,359,4.7
CN1318300000000,13,183,Long County, GA,Jun-17,7653,7261,392,5.1
CN1318300000000,13,183,Long County, GA,Jul-17,7714,7321,393,5.1
CN1318300000000,13,183,Long County, GA,Aug-17,7749,7353,396,5.1
CN1318300000000,13,183,Long County, GA,Sep-17,7727,7365,362,4.7
CN1318300000000,13,183,Long County, GA,Oct-17,7702,7351,351,4.6
CN1318300000000,13,183,Long County, GA,Nov-17,7717,7369,348,4.5
CN1318300000000,13,183,Long County, GA,Dec-17,7721,7379,342,4.4
CN1318300000000,13,183,Long County, GA,Jan-18,7806,7448,358,4.6
CN1318300000000,13,183,Long County, GA,Feb-18,7842,7478,364,4.6
CN1318300000000,13,183,Long County, GA,Mar-18,7817,7488,329,4.2
CN1318300000000,13,183,Long County, GA,Apr-18(p),7727,7435,292,3.8
CN3906500000000,39,065,Hardin County, OH,Mar-17,14853,14130,723,4.9
CN3906500000000,39,065,Hardin County, OH,Apr-17,14720,14075,645,4.4
CN3906500000000,39,065,Hardin County, OH,May-17,14561,13925,636,4.4
CN3906500000000,39,065,Hardin County, OH,Jun-17,14141,13352,789,5.6
CN3906500000000,39,065,Hardin County, OH,Jul-17,14026,13214,812,5.8
CN3906500000000,39,065,Hardin County, OH,Aug-17,14151,13415,736,5.2
CN3906500000000,39,065,Hardin County, OH,Sep-17,14364,13694,670,4.7
CN3906500000000,39,065,Hardin County, OH,Oct-17,14444,13823,621,4.3
CN3906500000000,39,065,Hardin County, OH,Nov-17,14386,13775,611,4.2
CN3906500000000,39,065,Hardin County, OH,Dec-17,14155,13525,630,4.5
CN3906500000000,39,065,Hardin County, OH,Jan-18,13747,13062,685,5.0
CN3906500000000,39,065,Hardin County, OH,Feb-18,14340,13730,610,4.3
CN3906500000000,39,065,Hardin County, OH,Mar-18,14577,14019,558,3.8
CN3906500000000,39,065,Hardin County, OH,Apr-18(p),14425,13906,519,3.6
CN3704100000000,37,041,Chowan County, NC,Mar-17,5714,5415,299,5.2
CN3704100000000,37,041,Chowan County, NC,Apr-17,5625,5360,265,4.7
CN3704100000000,37,041,Chowan County, NC,May-17,5599,5298,301,5.4
CN3704100000000,37,041,Chowan County, NC,Jun-17,5613,5307,306,5.5
CN3704100000000,37,041,Chowan County, NC,Jul-17,5683,5369,314,5.5
CN3704100000000,37,041,Chowan County, NC,Aug-17,5559,5241,318,5.7
CN3704100000000,37,041,Chowan County, NC,Sep-17,5572,5290,282,5.1
CN3704100000000,37,041,Chowan County, NC,Oct-17,5578,5300,278,5.0
CN3704100000000,37,041,Chowan County, NC,Nov-17,5579,5278,301,5.4
CN3704100000000,37,041,Chowan County, NC,Dec-17,5617,5318,299,5.3
CN3704100000000,37,041,Chowan County, NC,Jan-18,5590,5273,317,5.7
CN3704100000000,37,041,Chowan County, NC,Feb-18,5650,5340,310,5.5
CN3704100000000,37,041,Chowan County, NC,Mar-18,5632,5342,290,5.1
CN3704100000000,37,041,Chowan County, NC,Apr-18(p),5591,5359,232,4.1
CN4817900000000,48,179,Gray County, TX,Mar-17,8383,7881,502,6.0
CN4817900000000,48,179,Gray County, TX,Apr-17,8357,7903,454,5.4
CN4817900000000,48,179,Gray County, TX,May-17,8327,7879,448,5.4
CN4817900000000,48,179,Gray County, TX,Jun-17,8366,7918,448,5.4
CN4817900000000,48,179,Gray County, TX,Jul-17,8247,7813,434,5.3
CN4817900000000,48,179,Gray County, TX,Aug-17,8201,7788,413,5.0
CN4817900000000,48,179,Gray County, TX,Sep-17,8158,7783,375,4.6
CN4817900000000,48,179,Gray County, TX,Oct-17,8033,7693,340,4.2
CN4817900000000,48,179,Gray County, TX,Nov-17,7976,7628,348,4.4
CN4817900000000,48,179,Gray County, TX,Dec-17,7994,7651,343,4.3
CN4817900000000,48,179,Gray County, TX,Jan-18,7977,7595,382,4.8
CN4817900000000,48,179,Gray County, TX,Feb-18,8028,7638,390,4.9
CN4817900000000,48,179,Gray County, TX,Mar-18,8067,7702,365,4.5
CN4817900000000,48,179,Gray County, TX,Apr-18(p),8051,7735,316,3.9
CN1805300000000,18,053,Grant County, IN,Mar-17,32244,30961,1283,4.0
CN1805300000000,18,053,Grant County, IN,Apr-17,32305,31257,1048,3.2
CN1805300000000,18,053,Grant County, IN,May-17,32263,31148,1115,3.5
CN1805300000000,18,053,Grant County, IN,Jun-17,31540,30293,1247,4.0
CN1805300000000,18,053,Grant County, IN,Jul-17,31085,29858,1227,3.9
CN1805300000000,18,053,Grant County, IN,Aug-17,31077,29665,1412,4.5
CN1805300000000,18,053,Grant County, IN,Sep-17,31567,30386,1181,3.7
CN1805300000000,18,053,Grant County, IN,Oct-17,32035,30919,1116,3.5
CN1805300000000,18,053,Grant County, IN,Nov-17,32107,30950,1157,3.6
CN1805300000000,18,053,Grant County, IN,Dec-17,31837,30767,1070,3.4
CN1805300000000,18,053,Grant County, IN,Jan-18,30259,29017,1242,4.1
CN1805300000000,18,053,Grant County, IN,Feb-18,32254,30928,1326,4.1
CN1805300000000,18,053,Grant County, IN,Mar-18,32703,31515,1188,3.6
CN1805300000000,18,053,Grant County, IN,Apr-18(p),32564,31498,1066,3.3
CN0609300000000,06,093,Siskiyou County, CA,Mar-17,17768,16048,1720,9.7
CN0609300000000,06,093,Siskiyou County, CA,Apr-17,17777,16437,1340,7.5
CN0609300000000,06,093,Siskiyou County, CA,May-17,17881,16759,1122,6.3
CN0609300000000,06,093,Siskiyou County, CA,Jun-17,18361,17217,1144,6.2
CN0609300000000,06,093,Siskiyou County, CA,Jul-17,18228,17032,1196,6.6
CN0609300000000,06,093,Siskiyou County, CA,Aug-17,18200,17056,1144,6.3
CN0609300000000,06,093,Siskiyou County, CA,Sep-17,18372,17393,979,5.3
CN0609300000000,06,093,Siskiyou County, CA,Oct-17,18414,17426,988,5.4
CN0609300000000,06,093,Siskiyou County, CA,Nov-17,17722,16644,1078,6.1
CN0609300000000,06,093,Siskiyou County, CA,Dec-17,17555,16260,1295,7.4
CN0609300000000,06,093,Siskiyou County, CA,Jan-18,17719,16224,1495,8.4
CN0609300000000,06,093,Siskiyou County, CA,Feb-18,17843,16251,1592,8.9
CN0609300000000,06,093,Siskiyou County, CA,Mar-18,17758,16264,1494,8.4
CN0609300000000,06,093,Siskiyou County, CA,Apr-18(p),17758,16575,1183,6.7
CN0900100000000,09,001,Fairfield County, CT,Mar-17,487285,463570,23715,4.9
CN0900100000000,09,001,Fairfield County, CT,Apr-17,485848,464045,21803,4.5
CN0900100000000,09,001,Fairfield County, CT,May-17,489010,466942,22068,4.5
CN0900100000000,09,001,Fairfield County, CT,Jun-17,492315,469187,23128,4.7
CN0900100000000,09,001,Fairfield County, CT,Jul-17,496931,473785,23146,4.7
CN0900100000000,09,001,Fairfield County, CT,Aug-17,487582,465809,21773,4.5
CN0900100000000,09,001,Fairfield County, CT,Sep-17,480344,460694,19650,4.1
CN0900100000000,09,001,Fairfield County, CT,Oct-17,477114,458047,19067,4.0
CN0900100000000,09,001,Fairfield County, CT,Nov-17,480124,461289,18835,3.9
CN0900100000000,09,001,Fairfield County, CT,Dec-17,477877,459806,18071,3.8
CN0900100000000,09,001,Fairfield County, CT,Jan-18,475897,452083,23814,5.0
CN0900100000000,09,001,Fairfield County, CT,Feb-18,476469,453095,23374,4.9
CN0900100000000,09,001,Fairfield County, CT,Mar-18,476731,455606,21125,4.4
CN0900100000000,09,001,Fairfield County, CT,Apr-18(p),475629,455991,19638,4.1
CN4839700000000,48,397,Rockwall County, TX,Mar-17,48184,46494,1690,3.5
CN4839700000000,48,397,Rockwall County, TX,Apr-17,48313,46793,1520,3.1
CN4839700000000,48,397,Rockwall County, TX,May-17,48226,46680,1546,3.2
CN4839700000000,48,397,Rockwall County, TX,Jun-17,48495,46800,1695,3.5
CN4839700000000,48,397,Rockwall County, TX,Jul-17,48841,47130,1711,3.5
CN4839700000000,48,397,Rockwall County, TX,Aug-17,48692,47012,1680,3.5
CN4839700000000,48,397,Rockwall County, TX,Sep-17,49126,47591,1535,3.1
CN4839700000000,48,397,Rockwall County, TX,Oct-17,48908,47471,1437,2.9
CN4839700000000,48,397,Rockwall County, TX,Nov-17,49344,47849,1495,3.0
CN4839700000000,48,397,Rockwall County, TX,Dec-17,49132,47688,1444,2.9
CN4839700000000,48,397,Rockwall County, TX,Jan-18,49163,47539,1624,3.3
CN4839700000000,48,397,Rockwall County, TX,Feb-18,49888,48187,1701,3.4
CN4839700000000,48,397,Rockwall County, TX,Mar-18,49949,48246,1703,3.4
CN4839700000000,48,397,Rockwall County, TX,Apr-18(p),50096,48566,1530,3.1
CN0503100000000,05,031,Craighead County, AR,Mar-17,53223,51747,1476,2.8
CN0503100000000,05,031,Craighead County, AR,Apr-17,53409,52046,1363,2.6
CN0503100000000,05,031,Craighead County, AR,May-17,53654,52099,1555,2.9
CN0503100000000,05,031,Craighead County, AR,Jun-17,53962,52178,1784,3.3
CN0503100000000,05,031,Craighead County, AR,Jul-17,54893,52990,1903,3.5
CN0503100000000,05,031,Craighead County, AR,Aug-17,54302,52577,1725,3.2
CN0503100000000,05,031,Craighead County, AR,Sep-17,54393,52828,1565,2.9
CN0503100000000,05,031,Craighead County, AR,Oct-17,54026,52636,1390,2.6
CN0503100000000,05,031,Craighead County, AR,Nov-17,54016,52613,1403,2.6
CN0503100000000,05,031,Craighead County, AR,Dec-17,53454,51955,1499,2.8
CN0503100000000,05,031,Craighead County, AR,Jan-18,52948,51037,1911,3.6
CN0503100000000,05,031,Craighead County, AR,Feb-18,53769,51911,1858,3.5
CN0503100000000,05,031,Craighead County, AR,Mar-18,53869,52160,1709,3.2
CN0503100000000,05,031,Craighead County, AR,Apr-18(p),53930,52427,1503,2.8
CN4845900000000,48,459,Upshur County, TX,Mar-17,17756,16704,1052,5.9
CN4845900000000,48,459,Upshur County, TX,Apr-17,17693,16738,955,5.4
CN4845900000000,48,459,Upshur County, TX,May-17,17544,16639,905,5.2
CN4845900000000,48,459,Upshur County, TX,Jun-17,17629,16689,940,5.3
CN4845900000000,48,459,Upshur County, TX,Jul-17,17598,16684,914,5.2
CN4845900000000,48,459,Upshur County, TX,Aug-17,17532,16641,891,5.1
CN4845900000000,48,459,Upshur County, TX,Sep-17,17586,16784,802,4.6
CN4845900000000,48,459,Upshur County, TX,Oct-17,17508,16758,750,4.3
CN4845900000000,48,459,Upshur County, TX,Nov-17,17577,16801,776,4.4
CN4845900000000,48,459,Upshur County, TX,Dec-17,17536,16800,736,4.2
CN4845900000000,48,459,Upshur County, TX,Jan-18,17561,16748,813,4.6
CN4845900000000,48,459,Upshur County, TX,Feb-18,17690,16869,821,4.6
CN4845900000000,48,459,Upshur County, TX,Mar-18,17720,16912,808,4.6
CN4845900000000,48,459,Upshur County, TX,Apr-18(p),17656,16916,740,4.2
CN2911300000000,29,113,Lincoln County, MO,Mar-17,26929,25859,1070,4.0
CN2911300000000,29,113,Lincoln County, MO,Apr-17,27074,26132,942,3.5
CN2911300000000,29,113,Lincoln County, MO,May-17,27069,26119,950,3.5
CN2911300000000,29,113,Lincoln County, MO,Jun-17,27272,26322,950,3.5
CN2911300000000,29,113,Lincoln County, MO,Jul-17,27447,26400,1047,3.8
CN2911300000000,29,113,Lincoln County, MO,Aug-17,27044,26020,1024,3.8
CN2911300000000,29,113,Lincoln County, MO,Sep-17,26893,26058,835,3.1
CN2911300000000,29,113,Lincoln County, MO,Oct-17,26723,26064,659,2.5
CN2911300000000,29,113,Lincoln County, MO,Nov-17,26832,26006,826,3.1
CN2911300000000,29,113,Lincoln County, MO,Dec-17,26690,25788,902,3.4
CN2911300000000,29,113,Lincoln County, MO,Jan-18,26585,25385,1200,4.5
CN2911300000000,29,113,Lincoln County, MO,Feb-18,26962,25812,1150,4.3
CN2911300000000,29,113,Lincoln County, MO,Mar-18,26908,25852,1056,3.9
CN2911300000000,29,113,Lincoln County, MO,Apr-18(p),26992,26092,900,3.3
CN0810100000000,08,101,Pueblo County, CO,Mar-17,74077,70947,3130,4.2
CN0810100000000,08,101,Pueblo County, CO,Apr-17,74299,71474,2825,3.8
CN0810100000000,08,101,Pueblo County, CO,May-17,74298,71483,2815,3.8
CN0810100000000,08,101,Pueblo County, CO,Jun-17,74736,71415,3321,4.4
CN0810100000000,08,101,Pueblo County, CO,Jul-17,74265,70858,3407,4.6
CN0810100000000,08,101,Pueblo County, CO,Aug-17,73992,70672,3320,4.5
CN0810100000000,08,101,Pueblo County, CO,Sep-17,75355,72203,3152,4.2
CN0810100000000,08,101,Pueblo County, CO,Oct-17,75435,72300,3135,4.2
CN0810100000000,08,101,Pueblo County, CO,Nov-17,75398,72078,3320,4.4
CN0810100000000,08,101,Pueblo County, CO,Dec-17,75134,71676,3458,4.6
CN0810100000000,08,101,Pueblo County, CO,Jan-18,74665,70832,3833,5.1
CN0810100000000,08,101,Pueblo County, CO,Feb-18,75215,71500,3715,4.9
CN0810100000000,08,101,Pueblo County, CO,Mar-18,75132,71811,3321,4.4
CN0810100000000,08,101,Pueblo County, CO,Apr-18(p),75027,72082,2945,3.9
CN2604900000000,26,049,Genesee County, MI,Mar-17,181934,171287,10647,5.9
CN2604900000000,26,049,Genesee County, MI,Apr-17,182012,173102,8910,4.9
CN2604900000000,26,049,Genesee County, MI,May-17,183667,174406,9261,5.0
CN2604900000000,26,049,Genesee County, MI,Jun-17,186516,176017,10499,5.6
CN2604900000000,26,049,Genesee County, MI,Jul-17,185916,172962,12954,7.0
CN2604900000000,26,049,Genesee County, MI,Aug-17,184871,173540,11331,6.1
CN2604900000000,26,049,Genesee County, MI,Sep-17,182317,172424,9893,5.4
CN2604900000000,26,049,Genesee County, MI,Oct-17,181678,172567,9111,5.0
CN2604900000000,26,049,Genesee County, MI,Nov-17,182901,173520,9381,5.1
CN2604900000000,26,049,Genesee County, MI,Dec-17,182447,172013,10434,5.7
CN2604900000000,26,049,Genesee County, MI,Jan-18,181221,169214,12007,6.6
CN2604900000000,26,049,Genesee County, MI,Feb-18,182896,170947,11949,6.5
CN2604900000000,26,049,Genesee County, MI,Mar-18,183080,172477,10603,5.8
CN2604900000000,26,049,Genesee County, MI,Apr-18(p),182851,173692,9159,5.0
CN4810100000000,48,101,Cottle County, TX,Mar-17,531,507,24,4.5
CN4810100000000,48,101,Cottle County, TX,Apr-17,539,519,20,3.7
CN4810100000000,48,101,Cottle County, TX,May-17,549,528,21,3.8
CN4810100000000,48,101,Cottle County, TX,Jun-17,529,507,22,4.2
CN4810100000000,48,101,Cottle County, TX,Jul-17,516,496,20,3.9
CN4810100000000,48,101,Cottle County, TX,Aug-17,521,502,19,3.6
CN4810100000000,48,101,Cottle County, TX,Sep-17,500,479,21,4.2
CN4810100000000,48,101,Cottle County, TX,Oct-17,518,500,18,3.5
CN4810100000000,48,101,Cottle County, TX,Nov-17,510,487,23,4.5
CN4810100000000,48,101,Cottle County, TX,Dec-17,506,487,19,3.8
CN4810100000000,48,101,Cottle County, TX,Jan-18,506,484,22,4.3
CN4810100000000,48,101,Cottle County, TX,Feb-18,518,493,25,4.8
CN4810100000000,48,101,Cottle County, TX,Mar-18,542,515,27,5.0
CN4810100000000,48,101,Cottle County, TX,Apr-18(p),532,504,28,5.3
CN1917100000000,19,171,Tama County, IA,Mar-17,9651,9207,444,4.6
CN1917100000000,19,171,Tama County, IA,Apr-17,9648,9326,322,3.3
CN1917100000000,19,171,Tama County, IA,May-17,9604,9312,292,3.0
CN1917100000000,19,171,Tama County, IA,Jun-17,9752,9437,315,3.2
CN1917100000000,19,171,Tama County, IA,Jul-17,9799,9501,298,3.0
CN1917100000000,19,171,Tama County, IA,Aug-17,9495,9215,280,2.9
CN1917100000000,19,171,Tama County, IA,Sep-17,9481,9238,243,2.6
CN1917100000000,19,171,Tama County, IA,Oct-17,9596,9369,227,2.4
CN1917100000000,19,171,Tama County, IA,Nov-17,9576,9344,232,2.4
CN1917100000000,19,171,Tama County, IA,Dec-17,9641,9281,360,3.7
CN1917100000000,19,171,Tama County, IA,Jan-18,9588,9124,464,4.8
CN1917100000000,19,171,Tama County, IA,Feb-18,9665,9227,438,4.5
CN1917100000000,19,171,Tama County, IA,Mar-18,9573,9199,374,3.9
CN1917100000000,19,171,Tama County, IA,Apr-18(p),9565,9284,281,2.9
CN1212700000000,12,127,Volusia County, FL,Mar-17,252189,241265,10924,4.3
CN1212700000000,12,127,Volusia County, FL,Apr-17,251271,240850,10421,4.1
CN1212700000000,12,127,Volusia County, FL,May-17,252361,241673,10688,4.2
CN1212700000000,12,127,Volusia County, FL,Jun-17,252371,241025,11346,4.5
CN1212700000000,12,127,Volusia County, FL,Jul-17,253134,241780,11354,4.5
CN1212700000000,12,127,Volusia County, FL,Aug-17,251896,240726,11170,4.4
CN1212700000000,12,127,Volusia County, FL,Sep-17,254868,244492,10376,4.1
CN1212700000000,12,127,Volusia County, FL,Oct-17,252826,242830,9996,4.0
CN1212700000000,12,127,Volusia County, FL,Nov-17,251077,240986,10091,4.0
CN1212700000000,12,127,Volusia County, FL,Dec-17,250729,241172,9557,3.8
CN1212700000000,12,127,Volusia County, FL,Jan-18,252128,241200,10928,4.3
CN1212700000000,12,127,Volusia County, FL,Feb-18,255095,245062,10033,3.9
CN1212700000000,12,127,Volusia County, FL,Mar-18,254775,244894,9881,3.9
CN1212700000000,12,127,Volusia County, FL,Apr-18(p),253926,245075,8851,3.5
CN4503700000000,45,037,Edgefield County, SC,Mar-17,10446,9993,453,4.3
CN4503700000000,45,037,Edgefield County, SC,Apr-17,10558,10140,418,4.0
CN4503700000000,45,037,Edgefield County, SC,May-17,10478,10041,437,4.2
CN4503700000000,45,037,Edgefield County, SC,Jun-17,10627,10134,493,4.6
CN4503700000000,45,037,Edgefield County, SC,Jul-17,10619,10134,485,4.6
CN4503700000000,45,037,Edgefield County, SC,Aug-17,10635,10108,527,5.0
CN4503700000000,45,037,Edgefield County, SC,Sep-17,10567,10083,484,4.6
CN4503700000000,45,037,Edgefield County, SC,Oct-17,10564,10084,480,4.5
CN4503700000000,45,037,Edgefield County, SC,Nov-17,10542,10095,447,4.2
CN4503700000000,45,037,Edgefield County, SC,Dec-17,10676,10216,460,4.3
CN4503700000000,45,037,Edgefield County, SC,Jan-18,10795,10259,536,5.0
CN4503700000000,45,037,Edgefield County, SC,Feb-18,10774,10278,496,4.6
CN4503700000000,45,037,Edgefield County, SC,Mar-18,10682,10224,458,4.3
CN4503700000000,45,037,Edgefield County, SC,Apr-18(p),10644,10349,295,2.8
CN1709100000000,17,091,Kankakee County, IL,Mar-17,55447,52247,3200,5.8
CN1709100000000,17,091,Kankakee County, IL,Apr-17,55338,52750,2588,4.7
CN1709100000000,17,091,Kankakee County, IL,May-17,54943,52395,2548,4.6
CN1709100000000,17,091,Kankakee County, IL,Jun-17,55609,52837,2772,5.0
CN1709100000000,17,091,Kankakee County, IL,Jul-17,56073,53213,2860,5.1
CN1709100000000,17,091,Kankakee County, IL,Aug-17,55790,52932,2858,5.1
CN1709100000000,17,091,Kankakee County, IL,Sep-17,55880,53348,2532,4.5
CN1709100000000,17,091,Kankakee County, IL,Oct-17,56096,53638,2458,4.4
CN1709100000000,17,091,Kankakee County, IL,Nov-17,56909,54261,2648,4.7
CN1709100000000,17,091,Kankakee County, IL,Dec-17,56742,53918,2824,5.0
CN1709100000000,17,091,Kankakee County, IL,Jan-18,55967,52927,3040,5.4
CN1709100000000,17,091,Kankakee County, IL,Feb-18,56705,53829,2876,5.1
CN1709100000000,17,091,Kankakee County, IL,Mar-18,57741,54751,2990,5.2
CN1709100000000,17,091,Kankakee County, IL,Apr-18(p),57759,55358,2401,4.2
CN3111500000000,31,115,Loup County, NE,Mar-17,381,371,10,2.6
CN3111500000000,31,115,Loup County, NE,Apr-17,400,389,11,2.8
CN3111500000000,31,115,Loup County, NE,May-17,404,393,11,2.7
CN3111500000000,31,115,Loup County, NE,Jun-17,425,412,13,3.1
CN3111500000000,31,115,Loup County, NE,Jul-17,420,406,14,3.3
CN3111500000000,31,115,Loup County, NE,Aug-17,406,393,13,3.2
CN3111500000000,31,115,Loup County, NE,Sep-17,374,362,12,3.2
CN3111500000000,31,115,Loup County, NE,Oct-17,382,371,11,2.9
CN3111500000000,31,115,Loup County, NE,Nov-17,386,375,11,2.8
CN3111500000000,31,115,Loup County, NE,Dec-17,379,365,14,3.7
CN3111500000000,31,115,Loup County, NE,Jan-18,385,375,10,2.6
CN3111500000000,31,115,Loup County, NE,Feb-18,375,365,10,2.7
CN3111500000000,31,115,Loup County, NE,Mar-18,384,371,13,3.4
CN3111500000000,31,115,Loup County, NE,Apr-18(p),390,379,11,2.8
CN1302100000000,13,021,Bibb County, GA,Mar-17,69838,66089,3749,5.4
CN1302100000000,13,021,Bibb County, GA,Apr-17,69335,65768,3567,5.1
CN1302100000000,13,021,Bibb County, GA,May-17,69382,65793,3589,5.2
CN1302100000000,13,021,Bibb County, GA,Jun-17,69781,65951,3830,5.5
CN1302100000000,13,021,Bibb County, GA,Jul-17,69846,65971,3875,5.5
CN1302100000000,13,021,Bibb County, GA,Aug-17,69618,65729,3889,5.6
CN1302100000000,13,021,Bibb County, GA,Sep-17,69917,66333,3584,5.1
CN1302100000000,13,021,Bibb County, GA,Oct-17,69481,65855,3626,5.2
CN1302100000000,13,021,Bibb County, GA,Nov-17,69598,66181,3417,4.9
CN1302100000000,13,021,Bibb County, GA,Dec-17,69761,66335,3426,4.9
CN1302100000000,13,021,Bibb County, GA,Jan-18,70125,66444,3681,5.2
CN1302100000000,13,021,Bibb County, GA,Feb-18,70631,67115,3516,5.0
CN1302100000000,13,021,Bibb County, GA,Mar-18,70627,67314,3313,4.7
CN1302100000000,13,021,Bibb County, GA,Apr-18(p),69954,66976,2978,4.3
CN2011100000000,20,111,Lyon County, KS,Mar-17,16955,16261,694,4.1
CN2011100000000,20,111,Lyon County, KS,Apr-17,16809,16199,610,3.6
CN2011100000000,20,111,Lyon County, KS,May-17,16762,16151,611,3.6
CN2011100000000,20,111,Lyon County, KS,Jun-17,16924,16240,684,4.0
CN2011100000000,20,111,Lyon County, KS,Jul-17,16798,16077,721,4.3
